"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"tidyquant","tidyquant","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.0.0",NA,"R (>= 3.0.0), lubridate, PerformanceAnalytics, quantmod (>=
0.4-13)","dplyr (>= 0.8.3), ggplot2, httr, lazyeval, magrittr, purrr,
Quandl, riingo, alphavantager (>= 0.1.2), stringr, tibble,
tidyr (>= 1.0.0), timetk, timeDate, TTR, xml2, xts, rlang,
tidyselect, rstudioapi, crayon, cli",NA,"tidyverse, forcats, broom, knitr, rmarkdown, testthat (>=
2.1.0), tibbletime, scales, Rblpapi, readxl",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"tidyr","tidyr","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.0.2",NA,"R (>= 3.1)","dplyr (>= 0.8.2), ellipsis (>= 0.1.0), glue, magrittr, purrr,
Rcpp, rlang, stringi, tibble (>= 2.1.1), tidyselect (>= 0.2.5),
utils, vctrs (>= 0.2.0), lifecycle","Rcpp","covr, jsonlite, knitr, repurrrsive (>= 1.0.0), rmarkdown,
readr, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"tidyselect","tidyselect","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.0.0",NA,"R (>= 3.2)","ellipsis, glue (>= 1.3.0), purrr (>= 0.3.2), rlang (>= 0.4.3),
vctrs (>= 0.2.2)",NA,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, testthat (>=
2.3.0), tibble (>= 2.1.3), withr",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"tidytext","tidytext","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.2.3",NA,"R (>= 2.10)","rlang, dplyr, stringr, hunspell, generics, Matrix, tokenizers,
janeaustenr, purrr (>= 0.1.1), methods, stopwords",NA,"readr, tidyr, XML, tm, quanteda, knitr, rmarkdown, ggplot2,
reshape2, wordcloud, topicmodels, NLP, scales, gutenbergr,
testthat (>= 2.1.0), vdiffr, mallet, stm, data.table, broom,
textdata, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"tidyverse","tidyverse","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.3.0",NA,"R (>= 3.2)","broom (>= 0.5.2), cli (>= 1.1.0), crayon (>= 1.3.4), dbplyr
(>= 1.4.2), dplyr (>= 0.8.3), forcats (>= 0.4.0), ggplot2 (>=
3.2.1), haven (>= 2.2.0), hms (>= 0.5.2), httr (>= 1.4.1),
jsonlite (>= 1.6), lubridate (>= 1.7.4), magrittr (>= 1.5),
modelr (>= 0.1.5), pillar (>= 1.4.2), purrr (>= 0.3.3), readr
(>= 1.3.1), readxl (>= 1.3.1), reprex (>= 0.3.0), rlang (>=
0.4.1), rstudioapi (>= 0.10), rvest (>= 0.3.5), stringr (>=
1.4.0), tibble (>= 2.1.3), tidyr (>= 1.0.0), xml2 (>= 1.2.2)",NA,"covr, feather, glue, knitr, rmarkdown, testthat",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"tigris","tigris","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.9.4",NA,"R (>= 3.3.0)","stringr, magrittr, rgdal, sp, utils, rappdirs, maptools, httr,
uuid, sf, dplyr, methods",NA,"acs, testthat, ggplot2, ggthemes, leaflet, knitr, rgeos",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"tilegramsR","tilegramsR","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.2.0",NA,"R (>= 3.1.0), sf","sp",NA,"dplyr, tidyr, knitr, rmarkdown, leaflet (>= 1.1.0),",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"timeDate","timeDate","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","3043.102",NA,"R (>= 2.15.1), graphics, utils, stats, methods",NA,NA,"date, RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"timeSeries","timeSeries","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","3062.100",NA,"R (>= 2.10), graphics, grDevices, stats, methods, utils,
timeDate (>= 2150.95)",NA,NA,"RUnit, robustbase, xts, PerformanceAnalytics, fTrading",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"timetk","timetk","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.1.3",NA,"R (>= 3.3.0), recipes (>= 0.1.4)","dplyr (>= 0.7.0), lazyeval (>= 0.2.0), lubridate (>= 1.6.0),
padr (>= 0.3.0), purrr (>= 0.2.2), readr (>= 1.0.0), stringi
(>= 1.1.5), tibble (>= 1.2), tidyr (>= 0.6.1), xts (>= 0.9-7),
zoo (>= 1.7-14), rlang (>= 0.1.2)",NA,"workflows, parsnip, glmnet, rsample, yardstick, tidyverse,
broom, forcats, forecast, knitr, rmarkdown, robets, scales,
stringr, testthat, tidyquant, fracdiff, timeDate, timeSeries,
tseries, roxygen2",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.6.1"
"tinytex","tinytex","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.21",NA,NA,"xfun (>= 0.5)",NA,"testit, rstudioapi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"tm","tm","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.7-7",NA,"R (>= 3.2.0), NLP (>= 0.2-0)","Rcpp, parallel, slam (>= 0.1-37), stats, tools, utils,
graphics, xml2","BH, Rcpp","antiword, filehash, methods, pdftools, Rcampdf, Rgraphviz,
Rpoppler, SnowballC, testthat, tm.lexicon.GeneralInquirer",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"tmap","tmap","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","2.3-2",NA,"R (>= 3.0), methods","tmaptools (>= 2.0-2), sf (>= 0.7-1), lwgeom (>= 0.1-4), units
(>= 0.6-1), raster (>= 2.7-15), grid, RColorBrewer,
viridisLite, classInt, htmltools, htmlwidgets, leaflet (>=
2.0.2), leafsync, stats",NA,"rmapshaper, rmarkdown, knitr, png, cartogram, osmdata,
ggplot2, dplyr, tidyr, shiny, testthat, covr",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"tmaptools","tmaptools","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","3.0",NA,"R (>= 3.0), methods","sf (>= 0.9), lwgeom (>= 0.1-4), stars (>= 0.4-0), units (>=
0.6-1), grid, raster (>= 2.7-15), classInt, KernSmooth,
magrittr, RColorBrewer, viridisLite, stats, dichromat, XML",NA,"tmap (>= 2.2), rmapshaper, osmdata, OpenStreetMap, png,
shiny, shinyjs",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"TMB","TMB","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.7.16",NA,"R (>= 3.0.0)","graphics, methods, stats, utils, Matrix (>= 1.0-12)","Matrix, RcppEigen","numDeriv, parallel",NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"tokenizers","tokenizers","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.2.1",NA,"R (>= 3.1.3)","stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)","Rcpp","covr, knitr, rmarkdown, stopwords (>= 0.9.0), testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"transformr","transformr","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.1.1",NA,NA,"Rcpp (>= 0.12.15), tweenr, rlang, sf, lpSolve","Rcpp","magrittr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"triebeard","triebeard","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.3.0",NA,NA,"Rcpp","Rcpp","knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"trimcluster","trimcluster","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.1-5",NA,"R (>= 1.9.0)",NA,NA,"fpc",NA,"GPL",NA,NA,NA,NA,"no","3.6.1"
"tripack","tripack","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.3-9",NA,NA,NA,NA,NA,NA,"ACM | file LICENSE",NA,"yes",NA,NA,"yes","3.6.1"
"TSA","TSA","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.2",NA,"R (>= 2.5.1)","leaps, locfit, mgcv",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"tseries","tseries","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.10-47",NA,"R (>= 2.10.0)","graphics, stats, utils, quadprog, zoo, quantmod (>= 0.4-9)",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"TTR","TTR","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.23-6",NA,NA,"xts (>= 0.10-0), zoo, curl","xts","RUnit","quantmod","GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"tune","tune","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.1.0",NA,"R (>= 2.10)","dplyr (>= 0.8.3), rlang (>= 0.4.0), tibble (>= 2.1.3), purrr
(>= 0.3.2), dials (>= 0.0.4), recipes (>= 0.1.9), utils,
ggplot2, glue, cli (>= 2.0.0), crayon, yardstick, rsample,
tidyr, GPfit, foreach, parsnip (>= 0.0.4), workflows (>=
0.1.0), hardhat (>= 0.1.0), lifecycle",NA,"testthat, knitr, covr, kernlab, randomForest, modeldata,
xml2, spelling",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"tweenr","tweenr","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.0.1",NA,"R (>= 3.2.0)","Rcpp (>= 0.12.3), grDevices, farver, magrittr, rlang","Rcpp","testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"ucminf","ucminf","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.1-4",NA,NA,NA,NA,"numDeriv",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"udunits2","udunits2","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.13",NA,"R (>= 2.10.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"units","units","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.6-6",NA,"R (>= 3.0.2)","Rcpp","Rcpp (>= 0.12.10)","udunits2, NISTunits, measurements, xml2, tibble, pillar (>=
1.3.0), knitr, testthat, ggforce, rmarkdown, magrittr",NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"unmarked","unmarked","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.13-2",NA,"R (>= 2.12.0), methods, lattice, parallel, Rcpp (>= 0.8.0)","graphics, stats, utils, plyr, raster, Matrix, MASS","Rcpp, RcppArmadillo",NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.6.1"
"unvotes","unvotes","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.2.0",NA,"R (>= 2.10)",NA,NA,"knitr, dplyr, readxl, countrycode, tidyr, lubridate,
devtools, rmarkdown, ggplot2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"urca","urca","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.3-0",NA,"R (>= 2.0.0), methods","nlme, graphics, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"urltools","urltools","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.7.3",NA,"R (>= 2.10)","Rcpp, methods, triebeard","Rcpp","testthat, knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"uroot","uroot","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","2.1-0",NA,"R (>= 3.0.0), stats",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"usethis","usethis","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.5.1",NA,"R (>= 3.2)","clipr (>= 0.3.0), clisymbols, crayon, curl (>= 2.7), desc, fs
(>= 1.3.0), gh, git2r (>= 0.23), glue (>= 1.3.0), purrr, rlang,
rprojroot (>= 1.2), rstudioapi, stats, utils, whisker, withr,
yaml",NA,"covr, knitr, magick, pkgdown (>= 1.1.0), rmarkdown, roxygen2,
spelling (>= 1.2), styler (>= 1.0.2), testthat (>= 2.1.0)",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"utf8","utf8","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.1.4",NA,"R (>= 2.10)",NA,NA,"knitr, rmarkdown, testthat",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"uuid","uuid","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.1-4",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"V8","V8","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","3.0.2",NA,NA,"Rcpp (>= 0.12.12), jsonlite (>= 1.0), curl (>= 1.0), utils","Rcpp","testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"vars","vars","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.5-3",NA,"R (>= 2.0.0), MASS, strucchange, urca (>= 1.1-6), lmtest (>=
0.9-26), sandwich (>= 2.2-4)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"vcd","vcd","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.4-7",NA,"R (>= 2.4.0), grid","stats, utils, MASS, grDevices, colorspace, lmtest",NA,"KernSmooth, mvtnorm, kernlab, HSAUR, coin",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"vctrs","vctrs","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.2.4",NA,"R (>= 3.2)","ellipsis (>= 0.2.0), digest, glue, rlang (>= 0.4.5)",NA,"bit64, covr, crayon, generics, knitr, pillar (>= 1.4.1),
pkgdown, rmarkdown, testthat (>= 2.3.0), tibble, xml2, zeallot",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"vdiffr","vdiffr","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.3.1",NA,"R (>= 3.2.0)","devtools, diffobj, fontquiver (>= 0.2.0), freetypeharfbuzz (>=
0.2.5), gdtools, glue, grDevices, htmlwidgets (>= 0.6),
htmltools, purrr (>= 0.2.0), rlang, R6, Rcpp, shiny, testthat
(>= 1.0.0), usethis (>= 1.4.0), xml2 (>= 1.0.0)","freetypeharfbuzz, gdtools, Rcpp, BH","crayon, ggplot2 (>= 3.2.0), roxygen2, rstudioapi, withr, yaml",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"VGAM","VGAM","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.1-2",NA,"R (>= 3.4.0), methods, stats, stats4, splines",NA,NA,"VGAMdata, MASS, mgcv",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"VIM","VIM","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","5.1.1",NA,"R (>= 3.5.0),colorspace,grid,data.table(>= 1.9.4)","car, grDevices, magrittr, robustbase, stats, sp,
vcd,MASS,nnet,e1071,methods,Rcpp,utils,graphics,laeken,ranger","Rcpp","dplyr, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"vip","vip","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.2.2",NA,NA,"ggplot2 (>= 0.9.0), gridExtra, magrittr, plyr, stats, tibble,
utils",NA,"DT, C50, caret, Ckmeans.1d.dp, covr, Cubist, doParallel,
dplyr, earth, fastshap, gbm, glmnet, h2o, htmlwidgets, keras,
knitr, lattice, mlbench, mlr, mlr3, neuralnet, NeuralNetTools,
nnet, parsnip, party, partykit, pdp, pls, randomForest, ranger,
rmarkdown, rpart, RSNNS, sparkline, sparklyr (>= 0.8.0),
tinytest, varImp, xgboost",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"viridis","viridis","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.5.1",NA,"R (>= 2.10), viridisLite (>= 0.3.0)","stats, ggplot2 (>= 1.0.1), gridExtra",NA,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, rasterVis, httr, mapproj, vdiffr, svglite (>=
1.2.0), testthat, covr, rmarkdown, rgdal",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"viridisLite","viridisLite","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.3.0",NA,"R (>= 2.10)",NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"visNetwork","visNetwork","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","2.0.9",NA,"R (>= 3.0)","htmlwidgets, htmltools, jsonlite, magrittr, utils, methods,
grDevices, stats",NA,"knitr, rmarkdown, webshot, igraph, rpart, shiny,
shinyWidgets, colourpicker, sparkline, ggraph, tidygraph,
flashClust",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"vroom","vroom","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.2.0",NA,"R (>= 3.1)","bit64, crayon, glue, hms, lifecycle, Rcpp (>= 0.12.18.3),
rlang (>= 0.4.2), tibble (>= 2.0.0), tidyselect, withr","progress (>= 1.2.1), Rcpp","bench (>= 1.1.0), covr, curl, dplyr, forcats, fs, ggplot2,
knitr, patchwork, prettyunits, purrr, readr (>= 1.3.1),
rmarkdown, rstudioapi, scales, spelling, testthat, tidyr, xml2",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"wdman","wdman","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.2.5",NA,"R (>= 3.2)","binman, assertthat, processx, yaml, semver(>= 0.2.0), utils",NA,"testthat, covr, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"weathercan","weathercan","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.3.3",NA,"R (>= 3.1.2)","dplyr (>= 0.7.0), httr (>= 1.1.0), lubridate (>= 1.7.1),
methods (>= 3.2.2), purrr (>= 0.2.4), rlang (>= 0.1.4), rvest
(>= 0.3.4), stringi (>= 1.1.2), stringr (>= 1.4.0), tidyr (>=
0.4.1), xml2 (>= 0.1.2)",NA,"devtools, ggplot2, ggmap, htmltools, knitr, leaflet, lutz,
mockery, naniar, rmarkdown, sf, sp, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"webshot","webshot","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.5.2",NA,"R (>= 3.0)","magrittr, jsonlite, callr",NA,"httpuv, knitr, rmarkdown, shiny",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"whisker","whisker","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.4",NA,NA,NA,NA,"markdown",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"widgetframe","widgetframe","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.3.1",NA,"R (>= 3.1.0), htmlwidgets,","htmltools, purrr, magrittr, utils, tools",NA,"knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"withr","withr","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","2.1.2",NA,"R (>= 3.0.2)","stats, graphics, grDevices",NA,"testthat, covr, lattice, DBI, RSQLite, methods, knitr,
rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"workflows","workflows","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.1.1",NA,"R (>= 3.2)","cli (>= 2.0.0), ellipsis (>= 0.2.0), generics, glue, hardhat
(>= 0.1.2), parsnip (>= 0.0.4), rlang (>= 0.4.1)",NA,"covr, knitr, recipes, rmarkdown, testthat (>= 2.3.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"x13binary","x13binary","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.1.39-2",NA,NA,NA,NA,NA,NA,"file LICENSE",NA,"no",NA,NA,"no","3.6.1"
"xaringan","xaringan","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.16",NA,NA,"htmltools, knitr (>= 1.21), servr (>= 0.13), xfun (>= 0.6),
rmarkdown",NA,"rstudioapi, testit",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"xaringanthemer","xaringanthemer","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.2.0.9100",NA,"R (>= 2.10)","colorspace, glue, methods, purrr, tibble, utils, whisker",NA,"callr, ggplot2, here, knitr, rmarkdown, scales, showtext,
sysfonts, testthat (>= 2.1.0), xaringan",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"xfun","xfun","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.12",NA,NA,"stats, tools",NA,"testit, parallel, rstudioapi, tinytex, mime, markdown, knitr,
htmltools, base64enc, remotes, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"xgboost","xgboost","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.0.0.2",NA,"R (>= 3.3.0)","Matrix (>= 1.1-0), methods, data.table (>= 1.9.6), magrittr
(>= 1.5), stringi (>= 0.5.2)",NA,"knitr, rmarkdown, ggplot2 (>= 1.0.1), DiagrammeR (>= 0.9.0),
Ckmeans.1d.dp (>= 3.3.1), vcd (>= 1.3), testthat, lintr, igraph
(>= 1.0.1), jsonlite, float",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"XLConnect","XLConnect","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.0.1",NA,"R (>= 2.10.0)","methods, rJava",NA,"RUnit, lattice, ggplot2 (>= 0.9.3), zoo",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"xlsx","xlsx","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.6.3",NA,NA,"rJava, xlsxjars, grDevices, utils",NA,"rprojroot, testthat, covr, tibble, knitr, rmarkdown,
RefManageR",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"xlsxjars","xlsxjars","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.6.1",NA,"rJava",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"XML","XML","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","3.99-0.3",NA,"R (>= 2.13.0), methods, utils",NA,NA,"bitops, RCurl",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"xml2","xml2","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.3.0",NA,"R (>= 3.1.0)","methods",NA,"covr, curl, httr, knitr, magrittr, mockery, rmarkdown,
testthat (>= 2.1.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"xmlparsedata","xmlparsedata","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.0.3",NA,"R (>= 3.0.0)",NA,NA,"covr, testthat, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"xopen","xopen","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.0.0",NA,"R (>= 3.1)","processx",NA,"ps, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"xtable","xtable","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.8-4",NA,"R (>= 2.10.0)","stats, utils",NA,"knitr, plm, zoo, survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"xts","xts","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.12-0",NA,"zoo (>= 1.7-12)","methods","zoo","timeSeries, timeDate, tseries, chron, fts, tis, RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"yaImpute","yaImpute","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.0-32",NA,"R (>= 3.0.0)","grDevices, graphics, stats, utils",NA,"vegan, ccaPP, randomForest, gam, fastICA, parallel, gower",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"yaml","yaml","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","2.2.1",NA,NA,NA,NA,"RUnit",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"yardstick","yardstick","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.0.6",NA,"R (>= 2.10)","dplyr, utils, pROC (>= 1.15.0), rlang (>= 0.4.0), tidyselect,
Rcpp, generics","Rcpp","testthat, covr, purrr, tidyr, ggplot2, knitr, kableExtra,
rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"zeallot","zeallot","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","0.1.0",NA,NA,NA,NA,"testthat, knitr, rmarkdown, purrr, magrittr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"zip","zip","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","2.0.4",NA,NA,NA,NA,"covr, processx, R6, testthat, withr",NA,"CC0",NA,NA,NA,NA,"yes","3.6.1"
"zoo","zoo","/home/simon/R/x86_64-pc-linux-gnu-library/3.6","1.8-7",NA,"R (>= 3.1.0), stats","utils, graphics, grDevices, lattice (>= 0.20-27)",NA,"AER, coda, chron, fts, ggplot2 (>= 3.0.0), mondate, scales,
strucchange, timeDate, timeSeries, tis, tseries, xts",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"base","base","/usr/lib/R/library","3.6.1","base",NA,NA,NA,"methods",NA,"Part of R 3.6.1",NA,NA,NA,NA,NA,"3.6.1"
"boot","boot","/usr/lib/R/library","1.3-23","recommended","R (>= 3.0.0), graphics, stats",NA,NA,"MASS, survival",NA,"Unlimited",NA,NA,NA,NA,"no","3.6.1"
"class","class","/usr/lib/R/library","7.3-15","recommended","R (>= 3.0.0), stats, utils","MASS",NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","3.5.2"
"cluster","cluster","/usr/lib/R/library","2.1.0","recommended","R (>= 3.3.0)","graphics, grDevices, stats, utils",NA,"MASS, Matrix",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"codetools","codetools","/usr/lib/R/library","0.2-16","recommended","R (>= 2.1)",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","3.5.2"
"compiler","compiler","/usr/lib/R/library","3.6.1","base",NA,NA,NA,NA,NA,"Part of R 3.6.1",NA,NA,NA,NA,NA,"3.6.1"
"datasets","datasets","/usr/lib/R/library","3.6.1","base",NA,NA,NA,NA,NA,"Part of R 3.6.1",NA,NA,NA,NA,NA,"3.6.1"
"foreign","foreign","/usr/lib/R/library","0.8-72","recommended","R (>= 3.0.0)","methods, utils, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"graphics","graphics","/usr/lib/R/library","3.6.1","base",NA,"grDevices",NA,NA,NA,"Part of R 3.6.1",NA,NA,NA,NA,"yes","3.6.1"
